,date_id,iid,match,wave,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,field_cd,age,race,income,zipcode,samerace,goal,from,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,imprace,imprelig,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,zipcode_area,latitude,longitude
2639,9-12-20-6,195,1,9,14.71,14.71,14.71,14.71,20.59,20.59,10.0,27.0,2.0,39998.0 and 49998.0,14526,0,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2640,9-6-20-6,195,0,9,25.64,17.95,15.38,20.51,10.26,10.26,10.0,27.0,2.0,39998.0 and 49998.0,14526,1,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2641,9-3-20-6,195,0,9,20.0,16.0,18.0,16.0,16.0,14.0,10.0,27.0,2.0,39998.0 and 49998.0,14526,1,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2642,9-18-20-6,195,0,9,13.51,18.92,21.62,13.51,13.51,18.92,10.0,27.0,2.0,39998.0 and 49998.0,14526,0,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2643,9-1-20-6,195,1,9,21.43,16.67,21.43,16.67,11.9,11.9,10.0,27.0,2.0,39998.0 and 49998.0,14526,1,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2644,9-10-20-6,195,0,9,23.81,23.81,23.81,23.81,2.38,2.38,10.0,27.0,2.0,39998.0 and 49998.0,14526,1,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2645,9-19-20-6,195,0,9,18.6,20.93,23.26,23.26,2.33,11.63,10.0,27.0,2.0,39998.0 and 49998.0,14526,0,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2646,9-14-20-6,195,0,9,17.78,17.78,17.78,17.78,13.33,15.56,10.0,27.0,2.0,39998.0 and 49998.0,14526,1,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2647,9-16-20-6,195,1,9,14.0,20.0,18.0,16.0,14.0,18.0,10.0,27.0,2.0,39998.0 and 49998.0,14526,0,1.0,"Rochester, NY",1.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,8.0,15.38,19.23,19.23,19.23,13.46,3.0,9.0,9.0,8.0,10.0,10.0,8.0,145,43.14198216780699,-77.4580472291416
2648,9-1-20-5,196,1,9,17.02,21.28,17.02,21.28,14.89,8.51,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2649,9-3-20-5,196,0,9,14.89,19.15,21.28,19.15,14.89,10.64,7.0,25.0,4.0,Not provided,Not applicable,1,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2650,9-10-20-5,196,0,9,7.5,17.5,20.0,22.5,12.5,20.0,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2651,9-16-20-5,196,0,9,21.28,17.02,21.28,12.77,6.38,21.28,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2652,9-7-20-5,196,0,9,20.51,5.13,23.08,12.82,17.95,20.51,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2653,9-4-20-5,196,1,9,16.28,16.28,18.6,16.28,16.28,16.28,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2654,9-12-20-5,196,0,9,16.67,16.67,16.67,16.67,14.81,18.52,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2655,9-19-20-5,196,0,9,15.56,17.78,17.78,17.78,17.78,13.33,7.0,25.0,4.0,Not provided,Not applicable,1,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2656,9-14-20-5,196,0,9,9.52,19.05,23.81,19.05,4.76,23.81,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2657,9-8-20-5,196,0,9,17.39,17.39,19.57,19.57,10.87,15.22,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2658,9-6-20-5,196,0,9,17.24,17.24,17.24,17.24,13.79,17.24,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2659,9-11-20-5,196,0,9,14.71,14.71,14.71,14.71,20.59,20.59,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2660,9-5-20-5,196,0,9,25.64,17.95,15.38,20.51,10.26,10.26,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2661,9-2-20-5,196,0,9,20.0,16.0,18.0,16.0,16.0,14.0,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2662,9-17-20-5,196,0,9,13.51,18.92,21.62,13.51,13.51,18.92,7.0,25.0,4.0,Not provided,Not applicable,1,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2663,9-20-20-5,196,0,9,21.43,16.67,21.43,16.67,11.9,11.9,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2664,9-9-20-5,196,0,9,23.81,23.81,23.81,23.81,2.38,2.38,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2665,9-18-20-5,196,0,9,18.6,20.93,23.26,23.26,2.33,11.63,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2666,9-13-20-5,196,0,9,17.78,17.78,17.78,17.78,13.33,15.56,7.0,25.0,4.0,Not provided,Not applicable,0,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2667,9-15-20-5,196,0,9,14.0,20.0,18.0,16.0,14.0,18.0,7.0,25.0,4.0,Not provided,Not applicable,1,1.0,"Taipei, Taiwan",1.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,6.0,17.65,17.65,17.65,15.69,15.69,1.0,6.0,9.0,9.0,9.0,9.0,9.0,Not,Invalid postcode,Invalid postcode
2668,9-19-20-3,197,0,9,17.02,21.28,17.02,21.28,14.89,8.51,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2669,9-1-20-3,197,0,9,14.89,19.15,21.28,19.15,14.89,10.64,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2670,9-8-20-3,197,0,9,7.5,17.5,20.0,22.5,12.5,20.0,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2671,9-14-20-3,197,1,9,21.28,17.02,21.28,12.77,6.38,21.28,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2672,9-5-20-3,197,0,9,20.51,5.13,23.08,12.82,17.95,20.51,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2673,9-2-20-3,197,0,9,16.28,16.28,18.6,16.28,16.28,16.28,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2674,9-10-20-3,197,0,9,16.67,16.67,16.67,16.67,14.81,18.52,13.0,24.0,6.0,49998.0 and 59998.0,92064,1,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2675,9-17-20-3,197,0,9,15.56,17.78,17.78,17.78,17.78,13.33,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2676,9-12-20-3,197,0,9,9.52,19.05,23.81,19.05,4.76,23.81,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2677,9-6-20-3,197,0,9,17.39,17.39,19.57,19.57,10.87,15.22,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2678,9-4-20-3,197,0,9,17.24,17.24,17.24,17.24,13.79,17.24,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2679,9-9-20-3,197,0,9,14.71,14.71,14.71,14.71,20.59,20.59,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2680,9-3-20-3,197,0,9,25.64,17.95,15.38,20.51,10.26,10.26,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2681,9-20-20-3,197,0,9,20.0,16.0,18.0,16.0,16.0,14.0,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2682,9-15-20-3,197,0,9,13.51,18.92,21.62,13.51,13.51,18.92,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2683,9-18-20-3,197,0,9,21.43,16.67,21.43,16.67,11.9,11.9,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2684,9-7-20-3,197,0,9,23.81,23.81,23.81,23.81,2.38,2.38,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2685,9-16-20-3,197,1,9,18.6,20.93,23.26,23.26,2.33,11.63,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2686,9-11-20-3,197,1,9,17.78,17.78,17.78,17.78,13.33,15.56,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2687,9-13-20-3,197,0,9,14.0,20.0,18.0,16.0,14.0,18.0,13.0,24.0,6.0,49998.0 and 59998.0,92064,0,1.0,Berkeley,3.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0,3.0,14.0,18.0,20.0,18.0,16.0,2.0,1.0,7.0,8.0,9.0,9.0,7.0,920,32.975248343829975,-117.04179090673826
2688,9-10-20-14,198,0,9,17.02,21.28,17.02,21.28,14.89,8.51,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2689,9-12-20-14,198,0,9,14.89,19.15,21.28,19.15,14.89,10.64,13.0,23.0,4.0,Not provided,10025,1,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2690,9-19-20-14,198,0,9,7.5,17.5,20.0,22.5,12.5,20.0,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2691,9-5-20-14,198,0,9,21.28,17.02,21.28,12.77,6.38,21.28,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2692,9-16-20-14,198,0,9,20.51,5.13,23.08,12.82,17.95,20.51,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2693,9-13-20-14,198,0,9,16.28,16.28,18.6,16.28,16.28,16.28,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2694,9-1-20-14,198,0,9,16.67,16.67,16.67,16.67,14.81,18.52,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2695,9-8-20-14,198,0,9,15.56,17.78,17.78,17.78,17.78,13.33,13.0,23.0,4.0,Not provided,10025,1,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2696,9-3-20-14,198,0,9,9.52,19.05,23.81,19.05,4.76,23.81,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2697,9-17-20-14,198,0,9,17.39,17.39,19.57,19.57,10.87,15.22,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2698,9-15-20-14,198,0,9,17.24,17.24,17.24,17.24,13.79,17.24,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2699,9-20-20-14,198,0,9,14.71,14.71,14.71,14.71,20.59,20.59,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
2700,9-14-20-14,198,0,9,25.64,17.95,15.38,20.51,10.26,10.26,13.0,23.0,4.0,Not provided,10025,0,2.0,China,3.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0,6.0,15.38,19.23,17.31,19.23,9.62,8.0,5.0,7.0,9.0,9.0,7.0,7.0,100,40.79768421437861,-73.9676356738078
